"SpeciesID","GenusID","Species","SAuthor","NameDK","NameUK","SBiolEuDK","SBiolEuUK","SCharDK","SCharUK","MSize","FSize","SHabEuDK","SHabEuUK","SHabDkDK","SHabDkUK","SDistriEuDK","SDistriEuUK","SDistriDkDK","SDistriDkUK"
269,287,"atropos","(Walckenaer, 1830) ",,,,,"Ligner meget <i>C. terrestris</i>. Bedste kendetegn er at bagkroppens midterbånd er mørkere end bagkroppens sider mens <i>C. terrestris</i> har en mere ensfarvet mørk bagkrop.",,"7-9","9-12","Samme som <i>C. terrestris</i>.","Same as <i>C. terrestris</i>.",,,"Sjælden i Danmark med tendens til at være en anelse nordligere end <i>C. terrestris</i>.",,,
270,287,"terrestris","(Wider, 1834)","Bjørnetragtspinder",,,,"Meget lig <i>C. atropos</i> i udseende, og det kræver at kønorganerne undersøges i stereolup for at artsbestemme med sikkerhed. Kan også forveksles med <i>Amaurobius ferox</i>, der dog er mere blåsort i forhold til den mørk gråbrune farve hos <i>C. terrestris</i>.","Very similar to <i>C. atropos</i> and examination of the genitialia is needed to separate the species with certainity. Also quite similar to <i>Amaurobius ferox</i> which however is more bluish-black than thr dark greyish clour of <i>C. terrestris</i>.","7-9","9-12","Under sten og træ i skovbunden.","Under stones, and dead tree roots and logs at the forest floor.",,,"Nordgrænse går tilsyneladende gennem Danmark idet arten relativt nemt kan findes i skove i Sønderjylland, Sydsjælland, Lolland, Falster og Møn, mens den mangler i resten af landet. Ret almindelig I Europa med et klima tilsvarende eller varmere end det danske.","While this species is fairly common in southern parts of Denmark, it seem to be completely absent in the northern parts. Fairly common in Europe, where the climate is similar or warmer than in Denmark.",,
273,285,"arietina","(Thorell, 1871)",,,,,"Mellemstor bleg lyserød-brunlig edderkop med svage bagkropstegninger. Hannernes palper har enorme lameller som buer bagud over forkroppen.","Small/mediumsized pinkish-brown spider with faint chevrons. The male palp has giant lamellae which curve back over the cephalothorax.","3-3.5","3-3.5","Myretuer, gerne i skov med lang kontinuitet og gamle, spredte træer. Hvis man stikker hånden en armslængde ned i en myretue, og tager nogle håndfulde smuld med op i en bakke, kan det hurtigt afgøres om tuen huser en bestand. Undertiden kan arten også findes i førn og sten i nærhed af myretuer.","Ants nests, supposedly primarily old growth woodlands with clearings. Sometimes also leaf litter and under stones i the vicinty of ants nests.",,,"Formentlig det meste af Danmark, men nok ikke eftersøgt særligt grundigt i nogle landsdele. Kendt fra det meste af Nordeuropa.","Probably most of Denmark, but have not been searched in some parts of the country. Known from most of Europa but supposedly rather rare.",,
274,286,"cicur","(Fabricius, 1793) ",,,,,"Smuk edderkop med skinnende, gulbrun forkrop og fint meleret, lyserød-brun bagkrop. Spinder er meget lille tæppeagtigt spind som nemt overses. Edderkoppen er typisk lynhurtig til at løbe i skjul når den blotlægges i skovbunden og kan derfor være vanskelig at fange, medmindre det er en hun der vogter sin ægsæk.","This spider has a glossy cephalothorax and a  finely mottled greyish-pink abdomen. Spin as small, easily overlooked sheet web. When exposed to dayligh the species often run for cover very rapidly, unless it is a female guarding her egsack.","5-7","5-7","Under dødt træ, i rådnende stubbe, under sten og undertiden i førn i mørke skove med fugtig skovbund.","Dark, moist forests. Specimens can be found under logs and rottening tree stumps, under stones, and somtimes in leaf litter.",,,"Ret sjælden i Danmark og overvejende sydlig. Vidt udbredt i Europa og ret almindelig i Mellemeuropa.","Uncommon in Denmark, with most records from southern parts of the country. More abundant to the south of Denmark.",,
275,81,"silvicola","(C. L. Koch, 1834) ","Skovtragtspinder",,,,,,,,,,,,,,,
276,82,"elegans","(Blackwall, 1841) ",,,,,,,,,,,,,,,,
277,215,"gibbosa","(Walckenaer, 1802)",,,,,,,,,,,,,,,,
279,215,"omoeda","(Thorell, 1870)",,,,,,,,,,,,,,,,
280,83,"angulatus","Clerck, 1757",,,,,,,,,,,,,,,,
282,83,"diadematus","Clerck, 1757 ","Korsedderkop","Cross orb weaver",,"The species constructs an orb web with about 30 radii placed up to 1.5 m above ground level. The species is frequently found sitting in the centre of its web which may reach 40 cm in diameter. The eggs hibernate in the egg sack and the juvenile emerge in early summer. The spiderlings are yellow with contrasting black folium. During the first instars they cluster tight in a tangled web. If disturbed they disperse in all directions. They mature the following summer almost two years after they were laid as eggs.",,"Angulate orb weaver with elongate abdomen widest at the position of the rather faint shoulder humps anterior to the middle. The general colour varies from pale yellow to nearly black with most specimens reddish or brownish. The carapace is yellowish brown and varies less in colour, often with dark median and lateral bands and covered with long white hairs, however less so at edges. Head large, protruding. Chelicerae and sternum dark brown. Folium is not always distinct. Usually there is a distinct cruciform marking on the abdominal dorsum consisting of a longitudinal row of white dots and a pair of lateral dots situated in the middle of the anterior half. Legs yellowish brown annulated with dark brown. The legs are provided with numerous strong spines. Male tibia II with eight pairs of short, thick spines.","4-9","9-14",,"Widespread and common in most of Europe.",,,,,,
283,83,"quadratus","Clerck, 1757","Kvadratedderkop","Four-spot orb weaver",,"This spider makes a large orb web with about 20 radii typically stretched between tall herb or bushes at about 0.5 m above ground. The spider usually sits in its tent-like retreat of whitish silk but sometimes it will sit in the web as well. Bees are an important part of the diet.",,"Round-shouldered orb weaver with elongate abdomen. However, large gravid females have almost circular abdomens. The dorsum of the abdomen varies in ground colour from yellow, greenish grey, orange, brownish red or red. Dorsum are distinctly marked with four large white spots forming a square in anterior half and a white median line on fore margin. Carapace light yellowish with dark median and lateral bands. The median band is irregular often wider or forked in front. Legs yellowish white, clearly annulated with dark brown and provided with strong spines. Male tibia II are provided with strong spines. Scape short and broad at base.","6-9","9-15",,,,,,,,
284,83,"marmoreus","Clerck, 1757","Marmoreret hjulspinder","Marbled orbweaver",,,,,,,,,,,,,,
285,83,"alsine","(Walckenaer, 1802)","Orange hjulspinder","Pink orb weaver",,,"Orange hjulspinder er nok den smukkeste hjulspinder vi har i Danmark. Den er svær at finde, da den som regel sidder gemt i en tragtformet retræte der vender med spidsen opad. Retræten består af en eller flere sammenspundne, visne blade (ofte birkeblade) ophængt i et spind lavt over jorden, f. eks. i udkanten af almindelig mosebølle buske.","The beautiful Pink Orb Weaver is easily overlooked since the species often hides in a retreat consisting of dried leaves spun together to form an inverted cone. The retreat and web is found in low vegetation, often near bushes of Bog Whortleberry (<i>Vaccinium uliginosum</i>).",,,"I Danmark primært birke- og hedemoser, undertiden enge og overdrev.","Wet, swampy bogs with heather and birch, usually near forest and in warm situations.",,,"Sjælden med kun omkring fem kendte lokaliteter i Midt- og Øst- og nordøstjylland. I 2005 blev den også fundet på Bornholm. Den sparsomme forekomst hænger formentlig sammen med, at dens foretrukne habitat også er sjælden.  Arten er tilsyneladende meget fåtallig på lokaliteterne og bør kun indsamles i Danmark til videnskabelige formål.","Pink Orb Weaver is a rare spider in Denmark with only about six known localities. It seems to occur in low numbers at all its localities, and for this reason it should only be admired, not collected.",,
286,84,"umbratica","(Clerck, 1757) ","Flad hjulspinder","Walnut orb-weaver",,"The species spends the day hidden in cracks in wooden boardings on houses and fences but will sometimes appear to fetch prey. The spider is often very active at dusk to renew its large orb web and when finished it will stay in the centre of the web during the rest of the night. The web is very characteristic having an eccentric centre and slackened, arched spiral threads between radii.",,"Carapace brown with two dark parallel lines from fovea to posterior medial eyes. Sternum, coxae and trochanters dark brown or blackish and furnished with long white hairs. Abdomen flattened dorsoventrally, widest at middle. Anterior edge of abdomen idented in middle in some specimens. Folium dark brown sometimes outlined with narrow, wavy light bands and lighter sides. Some specimens appear lighter due to dense hairing with lighter hairs which may be further exaggerated by reflections artefacts on flash photos. Venter black with a white or yellow comma-shaped mark in each side, the marks being more curved than those of <i>N. silvicultrix</i>. Legs brown or dark brown with darker annulations. Legs may also appear annulated due to rings of dense white hairs. Epigynal scape short and horseshoe-shaped.","7-9","9-14",,,,,,,,
288,85,"cornutus","(Clerck, 1757)","Sivhjulspinder","Furrow orbweaver",,,,,"5-8","6-9",,,,,,,,
289,85,"sericatus","(Clerck, 1757)","Bolværksedderkop","Bridge orbweaver",,,"De mange fine hvide hår på forkrop og bagkrop gør at arten har et fløjlsagtigt udseende, især det dråbeformede mønster af hvide hår på hovedet er et meget karakteristisk feltkendetegn. De enkelte individer kan sidde påfaldende tæt, og ofte bruges naboedderkoppens spind som fastgørelsespunkt for eget spind.","The many white hairs on the carapace and abdomen give the species a characteristic velvety appearance. Especially the drop-shaped markings in the head region ease identification of the species in the field. Webs are often conspicuously close together, and frequently the web of a specimen is used to anchor the webs of one or more neighbouring specimens.",,,"Bolværksedderkoppen finder man som regel nær vand, næsten udelukkende på menneskeskabte konstruktioner såsom bygninger, bolværk og broer.","<i>Larinioides sclopetarius</i> is usually found near water where it builds it web on man-made constructions, such as buildings, bridges and bulwark.",,,"Arten er langt sjældnere men større end sin nære slægtning, sivhjulspinder <i>Larinioides cornutus</i>, som er meget almindelig i vegetation på fugtige steder.","The species is much rarer and larger than its close relative <i>Larinioides cornutus</i>, which is common in low vegetation, also near water.",,
