"FamilyID","SortOrder","GenusID","Genus","NoGenusSpecies","GAuthor","G_N_D","GNameDK","GNameUK","GenusDK","GenusFO","GenusGL","GenusAZ","GCharactersDK","GCharactersUK","GBiologyEuDK","GBiologyEuUK","GBiologyDkDK","GBiologyDkUK","GBiologyFoDK","GBiologyFoUK","GBiologyGLDK","GBiologyGLUK","GBiologyAzUK","GTaxNoteDK","GTaxNoteUK"
"35","165","170","Oreonetides","3","Strand, 1901","0","","","0","1","1","0","","","","The delimitation of this genus has been subject to some confusion and disagreement (Saaristo 1972, van Helsdingen 1981).","","","","","","","","",""
"35","166","171","Saaristoa","2","Millidge, 1978","0","","","1","1","0","0","","Head not elevated in males. All tibiae with two dorsal spines. Metatarsus IV without a trichobothrium.","","","","","","There is one Faroese species which is variable in abdominal colouration. Individuals may have a yellowish, pinkish, brownish or blackish abdomen. Lighter abdomens in particular appear mottled. Some black streaks along the midline and sides are sometimes present. The female is easily recognized with a lens by the large tongue-shaped scape, completely covering the genital aperture.","","","","",""
"35","169","172","Kaestneria","3","Wiehle, 1956","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","170","173","Diplostyla","1","Emerton, 1882","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","181","174","Poeciloneta","1","Kulczynski, 1894","0","","","1","1","0","0","","Clypeus narrow about equal to the diameter of one anterior lateral eye (Locket & Millidge 1953). Male fangs are strong and relatively longer than in females. Outer margin of chelicerae with four large teeth (only visible in a stereomicroscope). Legs rather long. Femur I with a prolateral spine, tibiae with two dorsal spines but no lateral spines. Metatarsi without spines; metatarsus IV with a trichobothrium. ","","The single European species of this genus has a characteristic pattern on the abdomen. However, due to the small size of the species it is only identifiable with a lens.","","","","The single European species of this genus has a characteristic pattern on the abdomen. However, due to the small size of the species it is only identifiable with a lens.","","","","",""
"35","182","175","Drapetisca","1","Menge, 1866","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","183","176","Tapinopa","2","Westring, 1851","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","184","177","Floronia","1","Simon, 1887","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","185","178","Taranucnus","2","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","186","179","Labulla","3","Simon, 1884","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","187","180","Stemonyphantes","3","Menge, 1866","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","188","181","Bolyphantes","9","C. L. Koch, 1837","0","","","1","1","0","0","Af de to <i>Bolyphanthes</i> arter der forekommer i Danmark er  <i>Bolyphanthes luteolus</i> den almindeligste. Begge arters hanner har en kraftig torn på palpens knæled, ligesom de begge har kraftige, fremadrettede hår i øjeregionen.","Fairly large linyphiidsof the subfamily Micronetinae having body lengths up to 5 mm (Saaristo & Tanasesevitch 2000). In some species the male carapace is elevated in the ocular area which is furnished with numerous forward directed bristles. Carapace only somewhat raised in female. Abdomen with pattern. Metatarsus IV without a trichobothrium. Legs long and slender and well armed with spines. Femora without dorsal spines. Tibiae and metatarsi with numerous spines. Tm I 0.15-0.18 (Saaristo & Tanasesevitch 2000). Abdomen with pattern. Males have a stout spine on the palpal patella. 
","","","","","","","","","","",""
"35","199","182","Helophora","1","Menge, 1866","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","200","183","Pityohyphantes","2","Simon, 1929","0","","","1","0","0","0","","","","","","","","","","","","",""
"35","202","184","Neriene","13","Blackwall, 1833","0","","","1","0","1","1","","","","","","","","","","","","",""
"35","204","185","Microlinyphia","4","Gerhardt, 1928","0","","","1","1","0","1","","Medium sized spiders 2.8-4.6 mm, larger species are found outside Europe (van Helsdingen 1970). This species displays a large sexual dimorphism. Cephalothorax of male is longer and narrower than in female. Abdomen tubular in male and usually dark while more oblong and lighter coloured in females. Posterior medial eyes on black tubercles. Lateral eyes contiguous. Legs long and slender, most noticeable in males. Embolus long and thread-like in European species, easily visible with a lens. The chelicerae in males are long, more than half the length of the cephalothorax and inclined somewhat backwards. The epigyne is small, inconspicuous and consists of an arch anterior to the openings and a small scape-like protrusion. The arch is dark and barely more sclerotized than surrounding area.","","","","","","Only one, recently discovered species in the Faroes which can not be mistaken for any other species on the islands. Perhaps a recent immigrant which may increase its range in coming years.","","","","",""
"35","205","186","Allomengea","3","Strand, 1912","0","","","1","1","0","0","","Small to medium-sized spiders with European species ranging from 2.9-5.6 mm in body length (van Helsdingen 1974). Carapace not modified in males. Eyes subequal with anterior medials slightly smaller than the others. Chelicerae with well-developed stridulating ridges. Abdomen with or without a pattern. Legs long and thin. Femora without spines, tibia with several spines including ventral ones, metatarsi I and II with one ventral spine only (occasionally none), metatarsi III and IV with more numerous spines. Tm I 0.65-0.80. Metatarsi IV with a trichobothrium (<i>A. scopigera</i> has several trichobothria in addition to principal one). The males of the genus are easily recognized by the palp, which is armed with a bunch of stout spines arising from the tip of a horn-like projection of the cymbium. Epigyne is formed as a small to large more or less triangular sclerotized projection depending on species.","","This genus has been reviewed by van Helsdingen (1974). There are three European species of which <i>A. scopigera</i> and <i>A. vidua</i> have been recorded from much of central and northern Europe, while <i>A. dentisetis</i> is restricted to Russia. At least the European species seem to prefer wetlands with a well developed herbaceous stratum but only sparse covering by trees. Here they are found on plants or under detritus or stones. The species have a late summer to early fall mating period.","","","","Just one recently discovered Faroese species (Lissner 2009).","","","","",""
"3","1","188","Eresus","16","Walckenaer, 1805","0","","","1","0","0","0","","","","","","","","","","","","",""
"4","1","189","Amaurobius","35","C. L. Koch, 1837","0","","","1","1","0","0","Ret store cribellate, nataktive edderkopper som spinder store, blålige krustrådsspind udendørs på bygninger, under bark og i førn. Hannerne hos alle arter er adulte om efteråret, hvor de forlader deres spind for at søge efter hunner. Hannerne er slankere end hunnerne, men har de samme bagkropstegninger.","Medium sized to large spiders with most species having a body lengtht between 3.5 and 15 mm (Roberts 1995, Kaston 1978). Head high, covered with bent black hairs. Clypeus a little higher than the diameter of one anterior medial eye. Chelicerae robust, bulging on anterior surface and with a prominent lateral condyle. A bipartite cribellum is present anterior to the spinners (divided in two by a fine ridge). Calamistrium with double row of bristles originating about 1/5 distance from base of metatarsus IV. Femora with well developed dorsal and dorsolateral spines. Trichobothria on metatarsi and tarsi increase in lenght towards distal ends. Males are slimmer than the females, but the abdominal pattern are the same in both sexes. Male with three tibial apophyses which usually are visible with a lens. Epigynes variable from large median plate with small lateral lobes to small median plate with large lateral lobes.","","The species make bluish, cribellate webs in a variety of habitats including on the outside of buildings, under bark and in litter. Most species require examination under the stereomicroscope for proper identification.","","","","Just one, recently arrived species in the Faroes.","","","","",""
